PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35272208","Obsessive-compulsive disorder during the COVID-19 pandemic","Van Ameringen M, Patterson B, Turna J, Lethbridge G, Goldman Bergmann C, Lamberti N, Rahat M, Sideris B, Francisco AP, Fineberg N, Pallanti S, Grassi G, Vismara M, Albert U, Gedanke Shavitt R, Hollander E, Feusner J, Rodriguez CI, Morgado P, Dell'Osso B.","J Psychiatr Res. 2022 Feb 25;149:114-123. doi: 10.1016/j.jpsychires.2022.02.001. Online ahead of print.","Van Ameringen M","J Psychiatr Res","2022","2022/03/10","PMC8872360","","10.1016/j.jpsychires.2022.02.001"
"35271622","Implementation of rapid and frequent SARS-CoV2 antigen testing and response in congregate homeless shelters","Aranda-Díaz A, Imbert E, Strieff S, Graham-Squire D, Evans JL, Moore J, McFarland W, Fuchs J, Handley MA, Kushel M.","PLoS One. 2022 Mar 10;17(3):e0264929. doi: 10.1371/journal.pone.0264929. eCollection 2022.","Aranda-Díaz A","PLoS One","2022","2022/03/10","PMC8912252","","10.1371/journal.pone.0264929"
"35270910","EEG Evoked Potentials to Repetitive Transcranial Magnetic Stimulation in Normal Volunteers: Inhibitory TMS EEG Evoked Potentials","Zhou J, Fogarty A, Pfeifer K, Seliger J, Fisher RS.","Sensors (Basel). 2022 Feb 24;22(5):1762. doi: 10.3390/s22051762.","Zhou J","Sensors (Basel)","2022","2022/03/10","PMC8915089","","10.3390/s22051762"
"35270688","The Tool for Evaluating Media Portrayals of Suicide (TEMPOS): Development and Application of a Novel Rating Scale to Reduce Suicide Contagion","Sorensen CC, Lien M, Harrison V, Donoghue JJ, Kapur JS, Kim SH, Tran NT, Joshi SV, Patel SG.","Int J Environ Res Public Health. 2022 Mar 4;19(5):2994. doi: 10.3390/ijerph19052994.","Sorensen CC","Int J Environ Res Public Health","2022","2022/03/10","PMC8910134","","10.3390/ijerph19052994"
"35270609","Effect of Housing Quality on the Mental Health of University Students during the COVID-19 Lockdown","Morganti A, Brambilla A, Aguglia A, Amerio A, Miletto N, Parodi N, Porcelli C, Odone A, Costanza A, Signorelli C, Serafini G, Amore M, Capolongo S.","Int J Environ Res Public Health. 2022 Mar 2;19(5):2918. doi: 10.3390/ijerph19052918.","Morganti A","Int J Environ Res Public Health","2022","2022/03/10","PMC8910332","","10.3390/ijerph19052918"
"35269620","On the Way for Patients with Prostate Cancer to the Best Use of PSMA","von Eyben FE, Bauman G, Kapp DS, Virgolini I, Paganelli G.","Int J Mol Sci. 2022 Feb 24;23(5):2478. doi: 10.3390/ijms23052478.","von Eyben FE","Int J Mol Sci","2022","2022/03/10","PMC8909989","","10.3390/ijms23052478"
"35266099","Adults with tetralogy of Fallot show specific features of cerebral small vessel disease: the BACH San Donato study","Melazzini L, Savoldi F, Chessa M, Vitali P, Zanardo M, Bertoldo EG, Fiolo V, Griffanti L, Carminati M, Frigiola A, Giamberti A, Secchi F, Callus E, Codari M, Sardanelli F.","Brain Imaging Behav. 2022 Mar 9:1-11. doi: 10.1007/s11682-022-00629-6. Online ahead of print.","Melazzini L","Brain Imaging Behav","2022","2022/03/10","PMC8906830","","10.1007/s11682-022-00629-6"
"35265910","HRS White Paper on Clinical Utilization of Digital Health Technology","Wan EY, Ghanbari H, Akoum N, Itzhak Attia Z, Asirvatham SJ, Chung EH, Dagher L, Al-Khatib SM, Stuart Mendenhall G, McManus DD, Pathak RK, Passman RS, Peters NS, Schwartzman DS, Svennberg E, Tarakji KG, Turakhia MP, Trela A, Yarmohammadi H, Marrouche NF.","Cardiovasc Digit Health J. 2021 Jul 10;2(4):196-211. doi: 10.1016/j.cvdhj.2021.07.001. eCollection 2021 Aug.","Wan EY","Cardiovasc Digit Health J","2021","2022/03/10","PMC8890053","","10.1016/j.cvdhj.2021.07.001"
"35265904","Large-scale identification of aortic stenosis and its severity using natural language processing on electronic health records","Solomon MD, Tabada G, Allen A, Sung SH, Go AS.","Cardiovasc Digit Health J. 2021 Mar 18;2(3):156-163. doi: 10.1016/j.cvdhj.2021.03.003. eCollection 2021 Jun.","Solomon MD","Cardiovasc Digit Health J","2021","2022/03/10","PMC8890044","","10.1016/j.cvdhj.2021.03.003"
"35265897","Why digital health trials can fail: Lessons learned from a randomized trial of health coaching and virtual cardiac rehabilitation","Olivier CB, Middleton SK, Purington N, Shashidhar S, Hereford J, Mahaffey KW, Turakhia MP.","Cardiovasc Digit Health J. 2021 Feb 9;2(2):101-108. doi: 10.1016/j.cvdhj.2021.01.003. eCollection 2021 Apr.","Olivier CB","Cardiovasc Digit Health J","2021","2022/03/10","PMC8890340","","10.1016/j.cvdhj.2021.01.003"
"35265774","Immunotherapy-induced retinopathy mimicking cancer associated retinopathy","Ghoraba H, Or C, Karaca I, Mishra K, Akhavanrezayat A, Park S, Than N, Leung LS, Sanislo S, Dong Nguyen Q.","Am J Ophthalmol Case Rep. 2022 Mar 1;26:101449. doi: 10.1016/j.ajoc.2022.101449. eCollection 2022 Jun.","Ghoraba H","Am J Ophthalmol Case Rep","2022","2022/03/10","PMC8899240","","10.1016/j.ajoc.2022.101449"
"35265593","Applications of Tissue Decellularization Techniques in Ventricular Myocardial Biofabrication","Krishnan A, Wang H, MacArthur JW.","Front Bioeng Biotechnol. 2022 Feb 21;10:802283. doi: 10.3389/fbioe.2022.802283. eCollection 2022.","Krishnan A","Front Bioeng Biotechnol","2022","2022/03/10","PMC8899393","","10.3389/fbioe.2022.802283"
"35265332","Affordable IgY-based antiviral prophylaxis for resource-limited settings to address epidemic and pandemic risks","Chen CJ, Hudson AF, Jia AS, Kunchur CR, Song AJ, Tran E, Fisher CJ, Zanchi D, Lee L, Kargotich S, Romeo M, Koperniku A, Pamnani RD, Mochly-Rosen D.","J Glob Health. 2022 Feb 26;12:05009. doi: 10.7189/jogh.12.05009. eCollection 2022.","Chen CJ","J Glob Health","2022","2022/03/10","PMC8877785","","10.7189/jogh.12.05009"
"35265074","CAR T Cell Therapy in Primary Brain Tumors: Current Investigations and the Future","Lin YJ, Mashouf LA, Lim M.","Front Immunol. 2022 Feb 21;13:817296. doi: 10.3389/fimmu.2022.817296. eCollection 2022.","Lin YJ","Front Immunol","2022","2022/03/10","PMC8899093","","10.3389/fimmu.2022.817296"
"35264928","Engineered Biological Neural Networks on High Density CMOS Microelectrode Arrays","Duru J, Küchler J, Ihle SJ, Forró C, Bernardi A, Girardin S, Hengsteler J, Wheeler S, Vörös J, Ruff T.","Front Neurosci. 2022 Feb 21;16:829884. doi: 10.3389/fnins.2022.829884. eCollection 2022.","Duru J","Front Neurosci","2022","2022/03/10","PMC8900719","","10.3389/fnins.2022.829884"
"35264662","A LexAop > UAS > QUAS trimeric plasmid to generate inducible and interconvertible Drosophila overexpression transgenes","Wendler F, Park S, Hill C, Galasso A, Chang KR, Awan I, Sudarikova Y, Bustamante-Sequeiros M, Liu S, Sung EY, Aisa-Bonoko G, Kim SK, Baena-Lopez LA.","Sci Rep. 2022 Mar 9;12(1):3835. doi: 10.1038/s41598-022-07852-7.","Wendler F","Sci Rep","2022","2022/03/10","PMC8907290","","10.1038/s41598-022-07852-7"
"35264597","Predictors of adherence to public health behaviors for fighting COVID-19 derived from longitudinal data","Schumpe BM, Van Lissa CJ, Bélanger JJ, Ruggeri K, Mierau J, Nisa CF, Molinario E, Gelfand MJ, Stroebe W, Agostini M, Gützkow B, Jeronimus BF, Kreienkamp J, Kutlaca M, Lemay EP Jr, Reitsema AM, vanDellen MR, Abakoumkin G, Abdul Khaiyom JH, Ahmedi V, Akkas H, Almenara CA, Atta M, Bagci SC, Basel S, Berisha Kida E, Bernardo ABI, Buttrick NR, Chobthamkit P, Choi HS, Cristea M, Csaba S, Damnjanović K, Danyliuk I, Dash A, Di Santo D, Douglas KM, Enea V, Faller D, Fitzsimons GJ, Gheorghiu A, Gómez Á, Hamaidia A, Han Q, Helmy M, Hudiyana J, Jiang DY, Jovanović V, Kamenov Z, Kende A, Keng SL, Kieu TTT, Koc Y, Kovyazina K, Kozytska I, Krause J, Kruglanski AW, Kurapov A, Lantos NA, Lesmana CBJ, Louis WR, Lueders A, Malik NI, Martinez AP, McCabe KO, Mehulić J, Milla MN, Mohammed I, Moyano M, Muhammad H, Mula S, Muluk H, Myroniuk S, Najafi R, Nyúl B, O'Keefe PA, Olivas Osuna JJ, Osin EN, Park J, Pica G, Pierro A, Rees JH, Resta E, Rullo M, Ryan MK, Samekin A, Santtila P, Sasin E, Selim HA, Stanton MV, Sultana S, Sutton RM, Tseliou E, Utsugi A, van Breen JA, Van Veen K, Vázquez A, Wollast R, Yeung VW, Zand S, et al.","Sci Rep. 2022 Mar 9;12(1):3824. doi: 10.1038/s41598-021-04703-9.","Schumpe BM","Sci Rep","2022","2022/03/10","PMC8907248","","10.1038/s41598-021-04703-9"
"35264364","Prevalence of depression in China during the early stage of the COVID-19 pandemic: a cross-sectional study in an online survey sample","Liu W, Yu F, Geldsetzer P, Yang J, Wang Z, Golden T, Jiao L, Chen Q, Liu H, Wu P, Wang C, Bärnighausen T, Chen S.","BMJ Open. 2022 Mar 9;12(3):e056667. doi: 10.1136/bmjopen-2021-056667.","Liu W","BMJ Open","2022","2022/03/10","PMC8914405","","10.1136/bmjopen-2021-056667"
"35264324","Clinical severity of, and effectiveness of mRNA vaccines against, covid-19 from omicron, delta, and alpha SARS-CoV-2 variants in the United States: prospective observational study","Lauring AS, Tenforde MW, Chappell JD, Gaglani M, Ginde AA, McNeal T, Ghamande S, Douin DJ, Talbot HK, Casey JD, Mohr NM, Zepeski A, Shapiro NI, Gibbs KW, Files DC, Hager DN, Shehu A, Prekker ME, Erickson HL, Exline MC, Gong MN, Mohamed A, Johnson NJ, Srinivasan V, Steingrub JS, Peltan ID, Brown SM, Martin ET, Monto AS, Khan A, Hough CL, Busse LW, Ten Lohuis CC, Duggal A, Wilson JG, Gordon AJ, Qadir N, Chang SY, Mallow C, Rivas C, Babcock HM, Kwon JH, Halasa N, Grijalva CG, Rice TW, Stubblefield WB, Baughman A, Womack KN, Rhoads JP, Lindsell CJ, Hart KW, Zhu Y, Adams K, Schrag SJ, Olson SM, Kobayashi M, Verani JR, Patel MM, Self WH; Influenza and Other Viruses in the Acutely Ill (IVY) Network.","BMJ. 2022 Mar 9;376:e069761. doi: 10.1136/bmj-2021-069761.","Lauring AS","BMJ","2022","2022/03/10","PMC8905308","","10.1136/bmj-2021-069761"
"35263364","Assessing healthcare provider knowledge of human trafficking","McAmis NE, Mirabella AC, McCarthy EM, Cama CA, Fogarasi MC, Thomas LA, Feinn RS, Rivera-Godreau I.","PLoS One. 2022 Mar 9;17(3):e0264338. doi: 10.1371/journal.pone.0264338. eCollection 2022.","McAmis NE","PLoS One","2022","2022/03/09","PMC8906613","","10.1371/journal.pone.0264338"
"35263335","Coronavirus Resistance Database (CoV-RDB): SARS-CoV-2 susceptibility to monoclonal antibodies, convalescent plasma, and plasma from vaccinated persons","Tzou PL, Tao K, Pond SLK, Shafer RW.","PLoS One. 2022 Mar 9;17(3):e0261045. doi: 10.1371/journal.pone.0261045. eCollection 2022.","Tzou PL","PLoS One","2022","2022/03/09","PMC8906623","","10.1371/journal.pone.0261045"
"35263267","Neuromodulation in 2035: The Neurology Future Forecasting Series","Denison T, Morrell MJ.","Neurology. 2022 Jan 11;98(2):65-72. doi: 10.1212/WNL.0000000000013061.","Denison T","Neurology","2022","2022/03/09","PMC8762584","","10.1212/WNL.0000000000013061"
"35261934","Postinterview Communication in Orthopaedic Surgery Residency Interviews: A Survey of Match Applicants","Arguello AM, Love B, Ponce BA, McGwin G, Patt JC, Johnson MD, Ames SE, Avedian R, Kogan M.","JB JS Open Access. 2022 Mar 4;7(1):e20.00140. doi: 10.2106/JBJS.OA.20.00140. eCollection 2022 Jan-Mar.","Arguello AM","JB JS Open Access","2022","2022/03/09","PMC8896521","","10.2106/JBJS.OA.20.00140"
"35260957","Promising Strategies to Support COVID-19 Vaccination of Healthcare Personnel: Qualitative Insights from the VHA National Implementation","Giannitrapani KF, Brown-Johnson C, Connell NB, Yano EM, Singer SJ, Giannitrapani SN, Thanassi W, Lorenz KA.","J Gen Intern Med. 2022 Mar 8:1-11. doi: 10.1007/s11606-022-07439-y. Online ahead of print.","Giannitrapani KF","J Gen Intern Med","2022","2022/03/09","PMC8902903","","10.1007/s11606-022-07439-y"
"35260636","Comparison of depressive symptoms and inflammation between sexual minorities and heterosexuals using NHANES study of 8538 participants","Mann A, Chan A, Rohatgi A, Caesar MA, Obedin-Maliver J, Kapp DS.","Sci Rep. 2022 Mar 8;12(1):3792. doi: 10.1038/s41598-022-07702-6.","Mann A","Sci Rep","2022","2022/03/09","PMC8904501","","10.1038/s41598-022-07702-6"
"35260577","New insights on commemoration of the dead through mortuary and architectural use of pigments at Neolithic Çatalhöyük, Turkey","Schotsmans EMJ, Busacca G, Lin SC, Vasić M, Lingle AM, Veropoulidou R, Mazzucato C, Tibbetts B, Haddow SD, Somel M, Toksoy-Köksal F, Knüsel CJ, Milella M.","Sci Rep. 2022 Mar 8;12(1):4055. doi: 10.1038/s41598-022-07284-3.","Schotsmans EMJ","Sci Rep","2022","2022/03/09","PMC8904496","","10.1038/s41598-022-07284-3"
"35259538","Immunogenicity of a Third COVID-19 mRNA Vaccine Dose in PID Patients with Functional B-cell Defects","Gernez Y, Murugesan K, Cortales CR, Banaei N, Hoyte L, Pinsky BA, Lewis DB, Pham M.","J Allergy Clin Immunol Pract. 2022 Mar 5:S2213-2198(22)00231-8. doi: 10.1016/j.jaip.2022.02.030. Online ahead of print.","Gernez Y","J Allergy Clin Immunol Pract","2022","2022/03/08","PMC8897836","","10.1016/j.jaip.2022.02.030"
"35257319","Preparing the Next Generation of Academic Researchers During the Pandemic: Lessons from a National Mental Health Research Postdoctoral Fellowship","Hantke NC, Samarina V, Hallmayer J, Anker L, O'Hara R, Beaudreau SA.","Acad Psychiatry. 2022 Mar 7:1-4. doi: 10.1007/s40596-022-01613-4. Online ahead of print.","Hantke NC","Acad Psychiatry","2022","2022/03/08","PMC8901092","","10.1007/s40596-022-01613-4"
"35257116","High-resolution imaging of the mouse-hair-cell hair bundle by scanning electron microscopy","Grillet N.","STAR Protoc. 2022 Mar 3;3(1):101213. doi: 10.1016/j.xpro.2022.101213. eCollection 2022 Mar 18.","Grillet N","STAR Protoc","2022","2022/03/08","PMC8897606","","10.1016/j.xpro.2022.101213"
"35257103","Missense Variant E1295K of Sodium Channel SCN5A Associated With Recurrent Ventricular Fibrillation and Myocardial Inflammation","Poller W, Escher F, Haas J, Heidecker B, Schultheiss HP, Attanasio P, Skurk C, Haghikia A, Meder B, Klaassen S.","JACC Case Rep. 2022 Mar 2;4(5):280-286. doi: 10.1016/j.jaccas.2022.01.016. eCollection 2022 Mar 2.","Poller W","JACC Case Rep","2022","2022/03/08","PMC8897185","","10.1016/j.jaccas.2022.01.016"
"35257101","Constrictive Pericarditis Revealing Rare Case of ALH Amyloidosis With Underlying Lymphoplasmacytic Lymphoma (Waldenstrom Macroglobulinemia)","Ho VV, O'Sullivan JW, Collins WJ, Ozdalga E, Bell CF, Shah ND, Krishnam MS, Ozawa MG, Witteles RM.","JACC Case Rep. 2022 Mar 2;4(5):271-275. doi: 10.1016/j.jaccas.2022.01.007. eCollection 2022 Mar 2.","Ho VV","JACC Case Rep","2022","2022/03/08","PMC8897150","","10.1016/j.jaccas.2022.01.007"
"35257069","A Diverse Spectrum of Immune Complex- and Complement-Mediated Kidney Diseases Is Associated With Mantle Cell Lymphoma","Andeen NK, Abdulameer S, Charu V, Zuckerman JE, Troxell M, Kambham N, Alpers CE, Najafian B, Nicosia RF, Smith KD, Kung VL, Avasare RS, Vallurupalli A, Jefferson JA, Hecox D, Swetnam L, Yamashita M, Lin M, Bissonnette ML, Akilesh S, Hou J.","Kidney Int Rep. 2021 Dec 27;7(3):568-579. doi: 10.1016/j.ekir.2021.12.020. eCollection 2022 Mar.","Andeen NK","Kidney Int Rep","2021","2022/03/08","PMC8897291","","10.1016/j.ekir.2021.12.020"
"35257056","The Kidney Protective Effects of the Sodium-Glucose Cotransporter-2 Inhibitor, Dapagliflozin, Are Present in Patients With CKD Treated With Mineralocorticoid Receptor Antagonists","Provenzano M, Jongs N, Vart P, Stefánsson BV, Chertow GM, Langkilde AM, McMurray JJV, Correa-Rotter R, Rossing P, Sjöström CD, Toto RD, Wheeler DC, Heerspink HJL; DAPA-CKD Trial Committees and Investigators.","Kidney Int Rep. 2021 Dec 14;7(3):436-443. doi: 10.1016/j.ekir.2021.12.013. eCollection 2022 Mar.","Provenzano M","Kidney Int Rep","2021","2022/03/08","PMC8897688","","10.1016/j.ekir.2021.12.013"
"35256624","A red fluorescent protein with improved monomericity enables ratiometric voltage imaging with ASAP3","Kim BB, Wu H, Hao YA, Pan M, Chavarha M, Zhao Y, Westberg M, St-Pierre F, Wu JC, Lin MZ.","Sci Rep. 2022 Mar 7;12(1):3678. doi: 10.1038/s41598-022-07313-1.","Kim BB","Sci Rep","2022","2022/03/08","PMC8901740","","10.1038/s41598-022-07313-1"
"35256014","Immediate faculty feedback using debriefing timing data and conversational diagrams","Coggins A, Hong SS, Baliga K, Halamek LP.","Adv Simul (Lond). 2022 Mar 7;7(1):7. doi: 10.1186/s41077-022-00203-6.","Coggins A","Adv Simul (Lond)","2022","2022/03/08","PMC8899451","","10.1186/s41077-022-00203-6"
"35253020","DEVELOPMENT, FEASIBILITY, AND ACCEPTABILITY OF A BEHAVIORAL WEIGHT AND SYMPTOM MANAGEMENT INTERVENTION FOR BREAST CANCER SURVIVORS AND INTIMATE PARTNERS","Dorfman CS, Somers TJ, Shelby RA, Winger JG, Patel ML, Kimmick G, Craighead L, Keefe FJ.","J Cancer Rehabil. 2022;5:7-16. doi: 10.48252/JCR57. Epub 2022 Apr 2.","Dorfman CS","J Cancer Rehabil","2022","2022/03/07","PMC8896729","NIHMS1777582","10.48252/JCR57"
"35252994","Autocatalysis and Oriented Attachment Direct the Synthesis of a Metal-Organic Framework","Dighe AV, Huelsenbeck L, Bhawnani RR, Verma P, Stone KH, Singh MR, Giri G.","JACS Au. 2022 Jan 11;2(2):453-462. doi: 10.1021/jacsau.1c00494. eCollection 2022 Feb 28.","Dighe AV","JACS Au","2022","2022/03/07","PMC8889615","","10.1021/jacsau.1c00494"
"35252962","Mechanism-Driven Modeling to Aid Non-invasive Monitoring of Cardiac Function via Ballistocardiography","Zaid M, Sala L, Ivey JR, Tharp DL, Mueller CM, Thorne PK, Kelly SC, Silva KAS, Amin AR, Ruiz-Lozano P, Kapiloff MS, Despins L, Popescu M, Keller J, Skubic M, Ahmad S, Emter CA, Guidoboni G.","Front Med Technol. 2022 Feb 16;4:788264. doi: 10.3389/fmedt.2022.788264. eCollection 2022.","Zaid M","Front Med Technol","2022","2022/03/07","PMC8888976","","10.3389/fmedt.2022.788264"
