PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32700197","Real-World Impact of Physician and Patient Discordance on Health-Related Quality of Life in US Patients with Acute Myeloid Leukemia","Horvath Walsh LE, Rider A, Piercy J, Pike J, Wilson S, Pandya BJ, Medeiros BC.","Oncol Ther. 2019 Jun;7(1):67-81. doi: 10.1007/s40487-019-0094-x. Epub 2019 Apr 26.","Horvath Walsh LE","Oncol Ther","2019","2020/07/24","PMC7359962","","10.1007/s40487-019-0094-x"
"32675827","Asymptotic Properties of Linear Field Equations in Anti-de Sitter Space","Holzegel G, Luk J, Smulevici J, Warnick C.","Commun Math Phys. 2020;374(2):1125-1178. doi: 10.1007/s00220-019-03601-6. Epub 2019 Nov 4.","Holzegel G","Commun Math Phys","2020","2020/07/18","PMC7336248","","10.1007/s00220-019-03601-6"
"32607484","Development of data dictionary for neonatal intensive care unit: advancement towards a better critical care unit","Singh H, Kaur R, Saluja S, Cho SJ, Kaur A, Pandey AK, Gupta S, Das R, Kumar P, Palma J, Yadav G, Sun Y.","JAMIA Open. 2019 Nov 25;3(1):21-30. doi: 10.1093/jamiaopen/ooz064. eCollection 2020 Apr.","Singh H","JAMIA Open","2019","2020/07/02","PMC7309238","","10.1093/jamiaopen/ooz064"
"32550426","LRP-2 controls the localization of C. elegans SYS-1/beta-catenin","Minor P, Sternberg P.","MicroPubl Biol. 2019 Aug 27;2019:10.17912/micropub.biology.000151. doi: 10.17912/micropub.biology.000151.","Minor P","MicroPubl Biol","2019","2020/06/19","PMC7252296","","10.17912/micropub.biology.000151"
"32550422","LRP-2 likely acts downstream of EGL-20/Wnt","Minor P, Sternberg P.","MicroPubl Biol. 2019 Aug 27;2019:10.17912/micropub.biology.000153. doi: 10.17912/micropub.biology.000153.","Minor P","MicroPubl Biol","2019","2020/06/19","PMC7252290","","10.17912/micropub.biology.000153"
"32550417","C. elegans LRP-2 functions in vulval precursor cell polarity","Minor P, Sternberg P.","MicroPubl Biol. 2019 Aug 27;2019:10.17912/micropub.biology.000152. doi: 10.17912/micropub.biology.000152.","Minor P","MicroPubl Biol","2019","2020/06/19","PMC7252275","","10.17912/micropub.biology.000152"
"32550414","The role of lrp-2 in C. elegans vulval cell lineage polarity","Minor P, Sternberg P.","MicroPubl Biol. 2019 Aug 27;2019:10.17912/micropub.biology.000155. doi: 10.17912/micropub.biology.000155.","Minor P","MicroPubl Biol","2019","2020/06/19","PMC7252271","","10.17912/micropub.biology.000155"
"32550404","Low density lipoprotein receptors LRP-1 and LRP-2 in C. elegans","Minor P, Sternberg P.","MicroPubl Biol. 2019 Aug 27;2019:10.17912/micropub.biology.000154. doi: 10.17912/micropub.biology.000154.","Minor P","MicroPubl Biol","2019","2020/06/19","PMC7252236","","10.17912/micropub.biology.000154"
"32547924","Challenges and opportunities for engineering assembly-line polyketide biosynthesis in Escherichia coli","Yuet KP, Khosla C.","Metab Eng Commun. 2019 Nov 1;10:e00106. doi: 10.1016/j.mec.2019.e00106. eCollection 2020 Jun.","Yuet KP","Metab Eng Commun","2019","2020/06/18","PMC7283498","","10.1016/j.mec.2019.e00106"
"32537287","The Impact of Device Innovation on Clinical Outcomes in Expander-based Breast Reconstruction","Momeni A, Li AY, Tsai J, Wan D, Karin MR, Wapnir IL.","Plast Reconstr Surg Glob Open. 2019 Dec 24;7(12):e2524. doi: 10.1097/GOX.0000000000002524. eCollection 2019 Dec.","Momeni A","Plast Reconstr Surg Glob Open","2019","2020/06/16","PMC7288893","","10.1097/GOX.0000000000002524"
"32482897","Subcellular Spatial Transcriptomes: Emerging Frontier for Understanding Gene Regulation","Fazal FM, Chang HY.","Cold Spring Harb Symp Quant Biol. 2019;84:31-45. doi: 10.1101/sqb.2019.84.040352. Epub 2020 Jun 1.","Fazal FM","Cold Spring Harb Symp Quant Biol","2019","2020/06/03","PMC7426137","NIHMS1612312","10.1101/sqb.2019.84.040352"
"32477494","Attention Network Test fMRI data for participants with Parkinson's disease and healthy elderly","Day TKM, Madhyastha TM, Askren MK, Boord P, Montine TJ, Grabowski TJ.","F1000Res. 2019 Jun 4;8:780. doi: 10.12688/f1000research.19288.1. eCollection 2019.","Day TKM","F1000Res","2019","2020/06/02","PMC7217223","","10.12688/f1000research.19288.1"
"32454929","A comparison of the Functional Movement Screen(TM) and the Landing Error Scoring System: A cohort study","Tran AA, Shen J, Wernecke C, Gatewood CT, Harris AHS, Dragoo JL.","Curr Orthop Pract. 2019 Dec 24;31(1):8-12. doi: 10.1097/BCO.0000000000000822. eCollection 2020 Jan-Feb.","Tran AA","Curr Orthop Pract","2019","2020/05/27","PMC7200150","","10.1097/BCO.0000000000000822"
"32440290","Prospects for sociogenomics in avian cooperative breeding and parental care","Termignoni-Garcia F, Louder MIM, Balakrishnan CN, O'Connell L, Edwards SV.","Curr Zool. 2020 Jun;66(3):293-306. doi: 10.1093/cz/zoz057. Epub 2019 Dec 4.","Termignoni-Garcia F","Curr Zool","2020","2020/05/23","PMC7233861","","10.1093/cz/zoz057"
"32382699","Understanding Ethical, Legal and Societal Issues (ELSIs) in Human Biobanking and Genomics for Research and Healthcare in Zimbabwe: The Genomics Inheritance Law Ethics and Society (GILES) initiative","Matimba A, Chimatira A, Kuguyo O, January J, Mupambireyi Z, Marimbe-Dube B, Chikwasha V, Nyati-Jokomo Z, Muteti S, Mangezvo P, Kangwende A, Chingono A, Chidzonga M, Gandari J, Hakim J, Nathoo K, Samkange C, Mangezi W, Lee S, Gwanzura L, Cho M, Ndebele P.","AAS Open Res. 2019 Jun 12;2:1. doi: 10.12688/aasopenres.12917.2. eCollection 2019.","Matimba A","AAS Open Res","2019","2020/05/12","PMC7194152","","10.12688/aasopenres.12917.2"
"32368761","Goal-setting And Achievement In Activity Tracking Apps: A Case Study Of MyFitnessPal","Gordon ML, Althoff T, Leskovec J.","Proc Int World Wide Web Conf. 2019 May;2019:571-582. doi: 10.1145/3308558.3313432.","Gordon ML","Proc Int World Wide Web Conf","2019","2020/05/06","PMC7197296","NIHMS1047386","10.1145/3308558.3313432"
"32337487","Simulation Modeling to Extend Clinical Trials of Adjuvant Chemotherapy Guided by a 21-Gene Expression Assay in Early Breast Cancer","Jayasekera J, Sparano JA, Gray R, Isaacs C, Kurian A, O'Neill S, Schechter CB, Mandelblatt J.","JNCI Cancer Spectr. 2019 Aug 10;3(4):pkz062. doi: 10.1093/jncics/pkz062. eCollection 2019 Dec.","Jayasekera J","JNCI Cancer Spectr","2019","2020/04/28","PMC7049983","","10.1093/jncics/pkz062"
"32337484","Assessing Clinical Equivalence in Oncology Biosimilar Trials With Time-to-Event Outcomes","Uno H, Schrag D, Kim DH, Tang D, Tian L, Rugo HS, Wei LJ.","JNCI Cancer Spectr. 2019 Aug 1;3(4):pkz058. doi: 10.1093/jncics/pkz058. eCollection 2019 Dec.","Uno H","JNCI Cancer Spectr","2019","2020/04/28","PMC7050006","","10.1093/jncics/pkz058"
"32337479","Toronto Workshop on Late Recurrence in Estrogen Receptor-Positive Breast Cancer: Part 1: Late Recurrence: Current Understanding, Clinical Considerations","Dowling RJO, Kalinsky K, Hayes DF, Bidard FC, Cescon DW, Chandarlapaty S, Deasy JO, Dowsett M, Gray RJ, Henry NL, Meric-Bernstam F, Perlmutter J, Sledge GW, Bratman SV, Carey LA, Chang MC, DeMichele A, Ennis M, Jerzak KJ, Korde LA, Lohmann AE, Mamounas EP, Parulekar WR, Regan MM, Schramek D, Stambolic V, Thorat MA, Whelan TJ, Wolff AC, Woodgett JR, Sparano JA, Goodwin PJ.","JNCI Cancer Spectr. 2019 Aug 10;3(4):pkz050. doi: 10.1093/jncics/pkz050. eCollection 2019 Dec.","Dowling RJO","JNCI Cancer Spectr","2019","2020/04/28","PMC7049988","","10.1093/jncics/pkz050"
"32337478","Toronto Workshop on Late Recurrence in Estrogen Receptor-Positive Breast Cancer: Part 2: Approaches to Predict and Identify Late Recurrence, Research Directions","Dowling RJO, Sparano JA, Goodwin PJ, Bidard FC, Cescon DW, Chandarlapaty S, Deasy JO, Dowsett M, Gray RJ, Henry NL, Meric-Bernstam F, Perlmutter J, Sledge GW, Thorat MA, Bratman SV, Carey LA, Chang MC, DeMichele A, Ennis M, Jerzak KJ, Korde LA, Lohmann AE, Mamounas EP, Parulekar WR, Regan MM, Schramek D, Stambolic V, Whelan TJ, Wolff AC, Woodgett JR, Kalinsky K, Hayes DF.","JNCI Cancer Spectr. 2019 Aug 10;3(4):pkz049. doi: 10.1093/jncics/pkz049. eCollection 2019 Dec.","Dowling RJO","JNCI Cancer Spectr","2019","2020/04/28","PMC7050024","","10.1093/jncics/pkz049"
"32337395","Tick-Borne Illness and Infective Endocarditis: A Rare Case of Tularemia","Kaeppler M, Kapoor R, Shah N, Katbamna B, Wantz M, Kott A.","CASE (Phila). 2019 Nov 21;4(2):78-81. doi: 10.1016/j.case.2019.10.002. eCollection 2020 Apr.","Kaeppler M","CASE (Phila)","2019","2020/04/28","PMC7175796","","10.1016/j.case.2019.10.002"
"32313836","The Stanford Lightning Report Method: A comparison of rapid qualitative synthesis results across four implementation evaluations","Brown-Johnson C, Safaeinili N, Zionts D, Holdsworth LM, Shaw JG, Asch SM, Mahoney M, Winget M.","Learn Health Syst. 2019 Dec 21;4(2):e10210. doi: 10.1002/lrh2.10210. eCollection 2020 Apr.","Brown-Johnson C","Learn Health Syst","2019","2020/04/22","PMC7156867","","10.1002/lrh2.10210"
"32288512","Biodegradable polymers for modern vaccine development","Bose RJ, Kim M, Chang JH, Paulmurugan R, Moon JJ, Koh WG, Lee SH, Park H.","J Ind Eng Chem. 2019 Sep 25;77:12-24. doi: 10.1016/j.jiec.2019.04.044. Epub 2019 Apr 28.","Bose RJ","J Ind Eng Chem","2019","2020/04/15","PMC7129903","","10.1016/j.jiec.2019.04.044"
"32280843","High Prevalence and Low Awareness of Albuminuria in the Community Setting in the KDSAP","Zhuo M, Jiang MY, Song R, Mothi SS, Bellou S, Polding LC, Li J, Cho A, Hsiao LL.","Kidney Int Rep. 2019 Dec 27;5(4):475-484. doi: 10.1016/j.ekir.2019.12.011. eCollection 2020 Apr.","Zhuo M","Kidney Int Rep","2019","2020/04/14","PMC7136433","","10.1016/j.ekir.2019.12.011"
"32280839","Urinary Epidermal Growth Factor as a Marker of Disease Progression in Children With Nephrotic Syndrome","Gipson DS, Trachtman H, Waldo A, Gibson KL, Eddy S, Dell KM, Srivastava T, Lemley KV, Greenbaum LA, Hingorani S, Meyers KE, Kaskel FJ, Reidy KJ, Sethna CB, Tran CL, Wang CS, Tuttle KR, Oh G, Neu AM, Brown E, Lin JJ, Yee JL, Roth TM, Troost JP, Gillespie BW, Sampson MG, Kretzler M, Ju W.","Kidney Int Rep. 2019 Dec 5;5(4):414-425. doi: 10.1016/j.ekir.2019.11.018. eCollection 2020 Apr.","Gipson DS","Kidney Int Rep","2019","2020/04/14","PMC7136430","","10.1016/j.ekir.2019.11.018"
"32280830","Mentorship in Radiation Oncology: Role of Gender Diversity in Abstract Presenting and Senior Author Dyads on Subsequent High-Impact Publications","Lee A, Albert A, Griffith K, Evans S, Rahimy E, Park HS, Cervino LI, Moran JM, Jagsi R.","Adv Radiat Oncol. 2019 Oct 31;5(2):292-296. doi: 10.1016/j.adro.2019.10.005. eCollection 2020 Mar-Apr.","Lee A","Adv Radiat Oncol","2019","2020/04/14","PMC7136636","","10.1016/j.adro.2019.10.005"
"32280586","Toward a genome scale sequence specific dynamic model of cell-free protein synthesis in Escherichia coli","Horvath N, Vilkhovoy M, Wayman JA, Calhoun K, Swartz J, Varner JD.","Metab Eng Commun. 2019 Dec 4;10:e00113. doi: 10.1016/j.mec.2019.e00113. eCollection 2020 Jun.","Horvath N","Metab Eng Commun","2019","2020/04/14","PMC7136494","","10.1016/j.mec.2019.e00113"
"32259142","Reversing the Effects of a Peripheral Nerve Block with Normal Saline: A Randomised Controlled Trial","Byrne KP, Smith CL, Termaat J, Tsui BCH.","Turk J Anaesthesiol Reanim. 2020 Apr;48(2):115-119. doi: 10.5152/TJAR.2019.09076. Epub 2019 Oct 17.","Byrne KP","Turk J Anaesthesiol Reanim","2020","2020/04/08","PMC7101198","","10.5152/TJAR.2019.09076"
"32232107","Prospective trial examining safety and efficacy of microcurrent stimulation for the treatment of sinus pain and congestion","Goldsobel AB, Prabhakar N, Gurfein BT.","Bioelectron Med. 2019 Nov 20;5:18. doi: 10.1186/s42234-019-0035-x. eCollection 2019.","Goldsobel AB","Bioelectron Med","2019","2020/04/02","PMC7098235","","10.1186/s42234-019-0035-x"
"32214778","Snorkel: rapid training data creation with weak supervision","Ratner A, Bach SH, Ehrenberg H, Fries J, Wu S, Ré C.","VLDB J. 2020;29(2):709-730. doi: 10.1007/s00778-019-00552-1. Epub 2019 Jul 15.","Ratner A","VLDB J","2020","2020/03/28","PMC7075849","","10.1007/s00778-019-00552-1"
"32206514","Outcomes and Quality of Life Improvement After Multilevel Spinal Fusion in Elderly Patients","Ibrahim JM, Singh P, Beckerman D, Hu SS, Tay B, Deviren V, Burch S, Berven SH.","Global Spine J. 2020 Apr;10(2):153-159. doi: 10.1177/2192568219849393. Epub 2019 May 19.","Ibrahim JM","Global Spine J","2020","2020/03/25","PMC7076597","","10.1177/2192568219849393"
"32190254","A pencil-and-paper method for elucidating halide double perovskite band structures","Slavney AH, Connor BA, Leppert L, Karunadasa HI.","Chem Sci. 2019 Sep 30;10(48):11041-11053. doi: 10.1039/c9sc03219c. eCollection 2019 Dec 28.","Slavney AH","Chem Sci","2019","2020/03/20","PMC7066864","","10.1039/c9sc03219c"
"32166229","Deciphering the Effects of Performing Ultrasound on Critically Ill Emergency Department Patients","Bhargava V, Haileselassie B, Su E.","Crit Care Explor. 2019 Oct 8;1(10):e0048. doi: 10.1097/CCE.0000000000000048. eCollection 2019 Oct.","Bhargava V","Crit Care Explor","2019","2020/03/14","PMC7063894","","10.1097/CCE.0000000000000048"
"32161517","Can Bureaucrats Really Be Paid Like Ceos? Substitution Between Incentives and Resources Among School Administrators in China","Luo R, Miller G, Rozelle S, Sylvia S, Vera-Hernández M.","J Eur Econ Assoc. 2020 Feb;18(1):165-201. doi: 10.1093/jeea/jvy047. Epub 2019 Jan 17.","Luo R","J Eur Econ Assoc","2020","2020/03/13","PMC7053554","","10.1093/jeea/jvy047"
"32159121","The Burden of Atherosclerotic Cardiovascular Disease in South Asians Residing in Canada: A Reflection From the South Asian Heart Alliance","Bainey KR, Gupta M, Ali I, Bangalore S, Chiu M, Kaila K, Kaul P, Khan N, King-Shier KM, Palaniappan L, Pare G, Ramanathan K, Ross S, Shah BR.","CJC Open. 2019 Oct 30;1(6):271-281. doi: 10.1016/j.cjco.2019.09.004. eCollection 2019 Nov.","Bainey KR","CJC Open","2019","2020/03/12","PMC7063609","","10.1016/j.cjco.2019.09.004"
"32158901","Use of hyaluronic acid filler for enhancement of nipple projection following breast reconstruction: An easy and effective technique","Sue GR, Seither JG, Nguyen DH.","JPRAS Open. 2019 Nov 5;23:19-25. doi: 10.1016/j.jpra.2019.10.003. eCollection 2020 Mar.","Sue GR","JPRAS Open","2019","2020/03/12","PMC7061554","","10.1016/j.jpra.2019.10.003"
"32158888","Breast augmentation in male-to-female transgender patients: Technical considerations and outcomes","Miller TJ, Wilson SC, Massie JP, Morrison SD, Satterwhite T.","JPRAS Open. 2019 Apr 17;21:63-74. doi: 10.1016/j.jpra.2019.03.003. eCollection 2019 Sep.","Miller TJ","JPRAS Open","2019","2020/03/12","PMC7061686","","10.1016/j.jpra.2019.03.003"
"32153951","Baseline diet quality of predominantly minority children and adolescents from households characterized by low socioeconomic status in the Childhood Obesity Prevention and Treatment Research (COPTR) Consortium","Truesdale KP, Matheson DM, JaKa MM, McAleer S, Sommer EC, Pratt CA.","BMC Nutr. 2019 Sep 9;5:38. doi: 10.1186/s40795-019-0302-y. eCollection 2019.","Truesdale KP","BMC Nutr","2019","2020/03/11","PMC7050800","","10.1186/s40795-019-0302-y"
"32153627","OSgbm: An Online Consensus Survival Analysis Web Server for Glioblastoma","Dong H, Wang Q, Li N, Lv J, Ge L, Yang M, Zhang G, An Y, Wang F, Xie L, Li Y, Zhu W, Zhang H, Zhang M, Guo X.","Front Genet. 2020 Feb 21;10:1378. doi: 10.3389/fgene.2019.01378. eCollection 2019.","Dong H","Front Genet","2020","2020/03/11","PMC7046682","","10.3389/fgene.2019.01378"
"32133361","Voluntary Restoration: Mitigation's Silent Partner in the Quest to Reverse Coastal Wetland Loss in the USA","Gittman RK, Baillie CJ, Arkema KK, Bennett RO, Benoit J, Blitch S, Brun J, Chatwin A, Colden A, Dausman A, DeAngelis B, Herold N, Henkel J, Houge R, Howard R, Hughes AR, Scyphers SB, Shostik T, Sutton-Grier A, Grabowski JH.","Front Mar Sci. 2019 Aug 28;6:511. doi: 10.3389/fmars.2019.00511.","Gittman RK","Front Mar Sci","2019","2020/03/06","PMC7055519","NIHMS1552402","10.3389/fmars.2019.00511"
"32128365","Online Consent Enables a Randomized, Controlled Trial Testing a Patient-Centered Online Decision-Aid for Medicare Beneficiaries to Meet Recruitment Goal in Short Time Frame","Meehan A, Bundorf MK, Klimke R, Stults CD, Chan AS, Pun T, Tai-Seale M.","J Patient Exp. 2020 Feb;7(1):12-15. doi: 10.1177/2374373519827029. Epub 2019 Nov 26.","Meehan A","J Patient Exp","2020","2020/03/05","PMC7036687","","10.1177/2374373519827029"
"32117203","Guanylate-Binding Protein 1: An Emerging Target in Inflammation and Cancer","Honkala AT, Tailor D, Malhotra SV.","Front Immunol. 2020 Jan 24;10:3139. doi: 10.3389/fimmu.2019.03139. eCollection 2019.","Honkala AT","Front Immunol","2020","2020/03/03","PMC7025589","","10.3389/fimmu.2019.03139"
"34164589","Investigating Tumor Heterogeneity in Mouse Models","Tammela T, Sage J.","Annu Rev Cancer Biol. 2020 Mar;4(1):99-119. doi: 10.1146/annurev-cancerbio-030419-033413. Epub 2019 Nov 6.","Tammela T","Annu Rev Cancer Biol","2020","2021/06/24","PMC8218894","NIHMS1662694","10.1146/annurev-cancerbio-030419-033413"
"32110757","Diagnostic yield of pulmonary embolism testing in patients presenting to the emergency department with syncope","Kelly C, Bledsoe JR, Woller SC, Stevens SM, Jacobs JR, Butler AM, Quinn J.","Res Pract Thromb Haemost. 2019 Dec 26;4(2):263-268. doi: 10.1002/rth2.12294. eCollection 2020 Feb.","Kelly C","Res Pract Thromb Haemost","2019","2020/02/29","PMC7040541","","10.1002/rth2.12294"
"32110348","Tuning the bandgap of Cs(2)AgBiBr(6) through dilute tin alloying","Lindquist KP, Mack SA, Slavney AH, Leppert L, Gold-Parker A, Stebbins JF, Salleo A, Toney MF, Neaton JB, Karunadasa HI.","Chem Sci. 2019 Sep 30;10(45):10620-10628. doi: 10.1039/c9sc02581b. eCollection 2019 Dec 7.","Lindquist KP","Chem Sci","2019","2020/02/29","PMC7020786","","10.1039/c9sc02581b"
"32091506","Associations between fine particulate matter, extreme heat events, and congenital heart defects","Stingone JA, Luben TJ, Sheridan SC, Langlois PH, Shaw GM, Reefhuis J, Romitti PA, Feldkamp ML, Nembhard WN, Browne ML, Lin S; National Birth Defects Prevention Study.","Environ Epidemiol. 2019 Dec 11;3(6):e071. doi: 10.1097/EE9.0000000000000071. eCollection 2019 Dec.","Stingone JA","Environ Epidemiol","2019","2020/02/25","PMC7004451","","10.1097/EE9.0000000000000071"
"32083238","Prostate Cancer Phenotype Influences Bone Mineralization at Metastasis: A Study Using an In Vitro Prostate Cancer Metastasis Testbed","Molla MS, Katti DR, Iswara J, Venkatesan R, Paulmurugan R, Katti KS.","JBMR Plus. 2019 Dec 30;4(2):e10256. doi: 10.1002/jbm4.10256. eCollection 2020 Feb.","Molla MS","JBMR Plus","2019","2020/02/22","PMC7017885","","10.1002/jbm4.10256"
"32083164","The causal effect of retirement on stress in older adults in China: A regression discontinuity study","Chen S, Geldsetzer P, Bärnighausen T.","SSM Popul Health. 2019 Jul 30;10:100462. doi: 10.1016/j.ssmph.2019.100462. eCollection 2020 Apr.","Chen S","SSM Popul Health","2019","2020/02/22","PMC7016446","","10.1016/j.ssmph.2019.100462"
"32082556","Effects of etelcalcetide on fibroblast growth factor 23 in patients with secondary hyperparathyroidism receiving hemodialysis","Wolf M, Block GA, Chertow GM, Cooper K, Fouqueray B, Moe SM, Sun Y, Tomlin H, Vervloet M, Oberbauer R.","Clin Kidney J. 2019 Apr 26;13(1):75-84. doi: 10.1093/ckj/sfz034. eCollection 2020 Feb.","Wolf M","Clin Kidney J","2019","2020/02/22","PMC7025329","","10.1093/ckj/sfz034"
"32072123","Does Bariatric Surgery Normalize Risks After Total Knee Arthroplasty? Administrative Medicare Data","Meller MM, Goodman S, Gonzalez MH, Lau E.","J Am Acad Orthop Surg Glob Res Rev. 2019 Dec 24;3(12):e19.00102. doi: 10.5435/JAAOSGlobal-D-19-00102. eCollection 2019 Dec.","Meller MM","J Am Acad Orthop Surg Glob Res Rev","2019","2020/02/20","PMC7004493","","10.5435/JAAOSGlobal-D-19-00102"
"32071842","Hypoglycemia in CDG patients due to PMM2 mutations: Follow up on hyperinsulinemic patients","Moravej H, Altassan R, Jaeken J, Enns GM, Ellaway C, Balasubramaniam S, De Lonlay P, Coman D, Mercimek-Andrews S, Witters P, Morava E.","JIMD Rep. 2019 Nov 25;51(1):76-81. doi: 10.1002/jmd2.12085. eCollection 2020 Jan.","Moravej H","JIMD Rep","2019","2020/02/20","PMC7012739","","10.1002/jmd2.12085"
