PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28165661","Robust, universal biomarker assay to detect senescent cells in biological specimens","Evangelou K, Lougiakis N, Rizou SV, Kotsinas A, Kletsas D, Muñoz-Espín D, Kastrinakis NG, Pouli N, Marakos P, Townsend P, Serrano M, Bartek J, Gorgoulis VG.","Aging Cell. 2017 Feb;16(1):192-197. doi: 10.1111/acel.12545. Epub 2016 Nov 17.","Evangelou K","Aging Cell","2017","2017/02/07","PMC5242262","","10.1111/acel.12545"
"28138400","High expression of stromal PDGFRβ is associated with reduced benefit of tamoxifen in breast cancer","Paulsson J, Rydén L, Strell C, Frings O, Tobin NP, Fornander T, Bergh J, Landberg G, Stål O, Östman A.","J Pathol Clin Res. 2016 Sep 14;3(1):38-43. doi: 10.1002/cjp2.56. eCollection 2017 Jan.","Paulsson J","J Pathol Clin Res","2016","2017/02/01","PMC5259559","","10.1002/cjp2.56"
"28138319","Feasibility and Preliminary Efficacy of a Novel RDoC-Based Treatment Program for Adolescent Depression: ""Training for Awareness Resilience and Action"" (TARA)-A Pilot Study","Henje Blom E, Tymofiyeva O, Chesney MA, Ho TC, Moran P, Connolly CG, Duncan LG, Baldini L, Weng HY, Acree M, Goldman V, Hecht FM, Yang TT.","Front Psychiatry. 2017 Jan 16;7:208. doi: 10.3389/fpsyt.2016.00208. eCollection 2016.","Henje Blom E","Front Psychiatry","2017","2017/02/01","PMC5237634","","10.3389/fpsyt.2016.00208"
"28128099","Factors facilitating a national quality registry to aid clinical quality improvement: findings of a national survey","Eldh AC, Wallin L, Fredriksson M, Vengberg S, Winblad U, Halford C, Dahlström T.","BMJ Open. 2016 Nov 9;6(11):e011562. doi: 10.1136/bmjopen-2016-011562.","Eldh AC","BMJ Open","2016","2017/01/28","PMC5128910","","10.1136/bmjopen-2016-011562"
"28123870","Regulation of myeloid cells by activated T cells determines the efficacy of PD-1 blockade","Eissler N, Mao Y, Brodin D, Reuterswärd P, Andersson Svahn H, Johnsen JI, Kiessling R, Kogner P.","Oncoimmunology. 2016 Sep 9;5(12):e1232222. doi: 10.1080/2162402X.2016.1232222. eCollection 2016.","Eissler N","Oncoimmunology","2016","2017/01/27","PMC5214950","","10.1080/2162402X.2016.1232222"
"28123774","Inflammatory lung disease a potential risk factor for onset of idiopathic inflammatory myopathies: results from a pilot study","Helmers SB, Jiang X, Pettersson D, Wikman AL, Axelman P, Lundberg Å, Lundberg IE, Alfredsson L.","RMD Open. 2016 Dec 26;2(2):e000342. doi: 10.1136/rmdopen-2016-000342. eCollection 2016.","Helmers SB","RMD Open","2016","2017/01/27","PMC5237746","","10.1136/rmdopen-2016-000342"
"28123118","Analysis of correlation and causes for discrepancy between quantitative and semi-quantitative Doppler scores in synovitis in rheumatoid arthritis","Rezaei H, Af Klint E, Hammer HB, Terslev L, D'Agostino MA, Kisten Y, Arnaud L.","Rheumatology (Oxford). 2017 Feb;56(2):255-262. doi: 10.1093/rheumatology/kew385. Epub 2016 Nov 14.","Rezaei H","Rheumatology (Oxford)","2017","2017/01/27","PMC5410929","","10.1093/rheumatology/kew385"
"28119882","Responsibility for child and adolescent's psychosocial support associated with severe sports injuries","Hallquist C, Fitzgerald UT, Alricsson M.","J Exerc Rehabil. 2016 Dec 31;12(6):589-597. doi: 10.12965/jer.1632814.407. eCollection 2016 Dec.","Hallquist C","J Exerc Rehabil","2016","2017/01/26","PMC5227322","","10.12965/jer.1632814.407"
"28119597","No Evidence for Improved Associative Memory Performance Following Process-Based Associative Memory Training in Older Adults","Bellander M, Eschen A, Lövdén M, Martin M, Bäckman L, Brehmer Y.","Front Aging Neurosci. 2017 Jan 9;8:326. doi: 10.3389/fnagi.2016.00326. eCollection 2016.","Bellander M","Front Aging Neurosci","2017","2017/01/26","PMC5220050","","10.3389/fnagi.2016.00326"
"28115865","A 9-year follow-up of a self-management group intervention for persistent neck pain in primary health care: a randomized controlled trial","Gustavsson C, von Koch L.","J Pain Res. 2016 Dec 30;10:53-64. doi: 10.2147/JPR.S125074. eCollection 2017.","Gustavsson C","J Pain Res","2016","2017/01/25","PMC5221717","","10.2147/JPR.S125074"
"28105252","Nephroprotective Effects of N-Acetylcysteine Amide against Contrast-Induced Nephropathy through Upregulating Thioredoxin-1, Inhibiting ASK1/p38MAPK Pathway, and Suppressing Oxidative Stress and Apoptosis in Rats","Gong X, Duan Y, Zheng J, Wang Y, Wang G, Norgren S, Hei TK.","Oxid Med Cell Longev. 2016;2016:8715185. doi: 10.1155/2016/8715185. Epub 2016 Dec 26.","Gong X","Oxid Med Cell Longev","2016","2017/01/21","PMC5220479","","10.1155/2016/8715185"
"28101525","Untangling Basal Ganglia Network Dynamics and Function: Role of Dopamine Depletion and Inhibition Investigated in a Spiking Network Model","Lindahl M, Hellgren Kotaleski J.","eNeuro. 2017 Jan 12;3(6):ENEURO.0156-16.2016. doi: 10.1523/ENEURO.0156-16.2016. eCollection 2016 Nov-Dec.","Lindahl M","eNeuro","2017","2017/01/20","PMC5228592","","10.1523/ENEURO.0156-16.2016"
"28096986","Extracorporeal membrane oxygenation rescue in adolescent with bronchiolitis obliterans-organizing pneumonia like Wegener's granulomatosis","Falk L, Broman LM.","Clin Case Rep. 2016 Dec 17;5(1):29-34. doi: 10.1002/ccr3.752. eCollection 2017 Jan.","Falk L","Clin Case Rep","2016","2017/01/19","PMC5224776","","10.1002/ccr3.752"
"28094017","Predictive Markers Guide Differentiation to Improve Graft Outcome in Clinical Translation of hESC-Based Therapy for Parkinson's Disease","Kirkeby A, Nolbrant S, Tiklova K, Heuer A, Kee N, Cardoso T, Ottosson DR, Lelos MJ, Rifes P, Dunnett SB, Grealish S, Perlmann T, Parmar M.","Cell Stem Cell. 2017 Jan 5;20(1):135-148. doi: 10.1016/j.stem.2016.09.004. Epub 2016 Oct 27.","Kirkeby A","Cell Stem Cell","2017","2017/01/18","PMC5222722","","10.1016/j.stem.2016.09.004"
"28090348","Changes in HbA(1c) and circulating and adipose tissue androgen levels in overweight-obese women with polycystic ovary syndrome in response to electroacupuncture","Stener-Victorin E, Maliqueo M, Soligo M, Protto V, Manni L, Jerlhag E, Kokosar M, Sazonova A, Behre CJ, Lind M, Ohlsson C, Højlund K, Benrick A.","Obes Sci Pract. 2016 Dec;2(4):426-435. doi: 10.1002/osp4.78. Epub 2016 Nov 9.","Stener-Victorin E","Obes Sci Pract","2016","2017/01/17","PMC5192539","","10.1002/osp4.78"
"28083516","Antimicrobial Peptides: An Emerging Category of Therapeutic Agents","Mahlapuu M, Håkansson J, Ringstad L, Björn C.","Front Cell Infect Microbiol. 2016 Dec 27;6:194. doi: 10.3389/fcimb.2016.00194. eCollection 2016.","Mahlapuu M","Front Cell Infect Microbiol","2016","2017/01/14","PMC5186781","","10.3389/fcimb.2016.00194"
"28082990","Human NK Cell Subsets in Pregnancy and Disease: Toward a New Biological Complexity","Cristiani CM, Palella E, Sottile R, Tallerico R, Garofalo C, Carbone E.","Front Immunol. 2016 Dec 27;7:656. doi: 10.3389/fimmu.2016.00656. eCollection 2016.","Cristiani CM","Front Immunol","2016","2017/01/14","PMC5187385","","10.3389/fimmu.2016.00656"
"28082933","Exploring Changes in Valued Action in the Presence of Chronic Debilitating Pain in Acceptance and Commitment Therapy for Youth - A Single-Subject Design Study","Kemani MK, Olsson GL, Holmström L, Wicksell RK.","Front Psychol. 2016 Dec 26;7:1984. doi: 10.3389/fpsyg.2016.01984. eCollection 2016.","Kemani MK","Front Psychol","2016","2017/01/14","PMC5183655","","10.3389/fpsyg.2016.01984"
"28082931","Pain Interference Mediates the Relationship between Pain and Functioning in Pediatric Chronic Pain","Wicksell RK, Kanstrup M, Kemani MK, Holmström L.","Front Psychol. 2016 Dec 26;7:1978. doi: 10.3389/fpsyg.2016.01978. eCollection 2016.","Wicksell RK","Front Psychol","2016","2017/01/14","PMC5183613","","10.3389/fpsyg.2016.01978"
"28076240","Effects of bariatric surgery on gout incidence in the Swedish Obese Subjects study: a non-randomised, prospective, controlled intervention trial","Maglio C, Peltonen M, Neovius M, Jacobson P, Jacobsson L, Rudin A, Carlsson LM.","Ann Rheum Dis. 2017 Apr;76(4):688-693. doi: 10.1136/annrheumdis-2016-209958. Epub 2016 Oct 8.","Maglio C","Ann Rheum Dis","2017","2017/01/12","PMC5530073","NIHMS871005","10.1136/annrheumdis-2016-209958"
"28070638","Red and processed meat consumption and risk of bladder cancer: a dose-response meta-analysis of epidemiological studies","Crippa A, Larsson SC, Discacciati A, Wolk A, Orsini N.","Eur J Nutr. 2018 Mar;57(2):689-701. doi: 10.1007/s00394-016-1356-0. Epub 2016 Dec 22.","Crippa A","Eur J Nutr","2018","2017/01/11","PMC5845591","","10.1007/s00394-016-1356-0"
"28070410","Depression and anxiety after 2 years of follow-up in patients diagnosed with diabetes or rheumatoid arthritis","Gåfvels C, Hägerström M, Rane K, Wajngot A, Wändell PE.","Health Psychol Open. 2016 Nov 15;3(2):2055102916678107. doi: 10.1177/2055102916678107. eCollection 2016 Jul.","Gåfvels C","Health Psychol Open","2016","2017/01/11","PMC5193320","","10.1177/2055102916678107"
"28070200","The Risk of Hepatocellular Carcinoma After Directly Acting Antivirals for Hepatitis C Virus Treatment in Liver Transplanted Patients: Is It Real?","Strazzulla A, Iemmolo RMR, Carbone E, Postorino MC, Mazzitelli M, De Santis M, Di Benedetto F, Cristiani CM, Costa C, Pisani V, Torti C.","Hepat Mon. 2016 Oct 30;16(11):e41933. doi: 10.5812/hepatmon.41933. eCollection 2016 Nov.","Strazzulla A","Hepat Mon","2016","2017/01/11","PMC5203700","","10.5812/hepatmon.41933"
"28067621","Cohort profile: the Finnish Genetics of Pre-eclampsia Consortium (FINNPEC)","Jääskeläinen T, Heinonen S, Kajantie E, Kere J, Kivinen K, Pouta A, Laivuori H; FINNPEC Study Group.","BMJ Open. 2016 Nov 10;6(11):e013148. doi: 10.1136/bmjopen-2016-013148.","Jääskeläinen T","BMJ Open","2016","2017/01/10","PMC5129003","","10.1136/bmjopen-2016-013148"
"28066414","TGF-β Affects the Differentiation of Human GM-CSF(+) CD4(+) T Cells in an Activation- and Sodium-Dependent Manner","Éliás S, Schmidt A, Kannan V, Andersson J, Tegnér J.","Front Immunol. 2016 Dec 23;7:603. doi: 10.3389/fimmu.2016.00603. eCollection 2016.","Éliás S","Front Immunol","2016","2017/01/10","PMC5179518","","10.3389/fimmu.2016.00603"
"28066322","A Review of the Segmental Diameter of the Healthy Human Spinal Cord","Frostell A, Hakim R, Thelin EP, Mattsson P, Svensson M.","Front Neurol. 2016 Dec 23;7:238. doi: 10.3389/fneur.2016.00238. eCollection 2016.","Frostell A","Front Neurol","2016","2017/01/10","PMC5179522","","10.3389/fneur.2016.00238"
"28066242","The Synergistic Enhancing-Memory Effect of Donepezil and S 38093 (a Histamine H(3) Antagonist) Is Mediated by Increased Neural Activity in the Septo-hippocampal Circuitry in Middle-Aged Mice","Sors A, Krazem A, Kehr J, Yoshitake T, Dominguez G, Henkous N, Letondor C, Mocaer E, Béracochéa DJ.","Front Pharmacol. 2016 Dec 22;7:492. doi: 10.3389/fphar.2016.00492. eCollection 2016.","Sors A","Front Pharmacol","2016","2017/01/10","PMC5177663","","10.3389/fphar.2016.00492"
"28066168","Population Coding of Facial Information in the Monkey Superior Colliculus and Pulvinar","Nguyen MN, Nishimaru H, Matsumoto J, Van Le Q, Hori E, Maior RS, Tomaz C, Ono T, Nishijo H.","Front Neurosci. 2016 Dec 21;10:583. doi: 10.3389/fnins.2016.00583. eCollection 2016.","Nguyen MN","Front Neurosci","2016","2017/01/10","PMC5175414","","10.3389/fnins.2016.00583"
"28059808","Health risk appraisals in Swedish occupational health services","Grooten WJ, Müller M, Forsman M, Kjellberg K, Toomingas A, Björn Olov Å, Svartengren M.","Work. 2016;55(4):849-859. doi: 10.3233/WOR-162443.","Grooten WJ","Work","2016","2017/01/07","PMC5240593","","10.3233/WOR-162443"
"28053515","Gender differences in the T-cell profiles of the airways in COPD patients associated with clinical phenotypes","Forsslund H, Yang M, Mikko M, Karimi R, Nyrén S, Engvall B, Grunewald J, Merikallio H, Kaarteenaho R, Wahlström J, Wheelock ÅM, Sköld CM.","Int J Chron Obstruct Pulmon Dis. 2016 Dec 20;12:35-48. doi: 10.2147/COPD.S113625. eCollection 2017.","Forsslund H","Int J Chron Obstruct Pulmon Dis","2016","2017/01/06","PMC5191844","","10.2147/COPD.S113625"
"28053368","Documenting attacks on health workers and facilities in armed conflicts","Patel P, Gibson-Fall F, Sullivan R, Irwin R.","Bull World Health Organ. 2017 Jan 1;95(1):79-81. doi: 10.2471/BLT.15.168328. Epub 2016 Aug 30.","Patel P","Bull World Health Organ","2017","2017/01/06","PMC5180349","","10.2471/BLT.15.168328"
