PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27011854","Clinical presentation and imaging results of patients with symptomatic gluteus medius tears","Lindner D, Shohat N, Botser I, Agar G, Domb BG.","J Hip Preserv Surg. 2015 May 19;2(3):310-5. doi: 10.1093/jhps/hnv035. eCollection 2015 Oct.","Lindner D","J Hip Preserv Surg","2015","2016/03/25","PMC4765298","","10.1093/jhps/hnv035"
"27011846","The etiology of primary femoroacetabular impingement: genetics or acquired deformity?","Packer JD, Safran MR.","J Hip Preserv Surg. 2015 Jun 18;2(3):249-57. doi: 10.1093/jhps/hnv046. eCollection 2015 Oct.","Packer JD","J Hip Preserv Surg","2015","2016/03/25","PMC4765309","","10.1093/jhps/hnv046"
"27011829","Microinstability of the hip-it does exist: etiology, diagnosis and treatment","Kalisvaart MM, Safran MR.","J Hip Preserv Surg. 2015 Jul;2(2):123-35. doi: 10.1093/jhps/hnv017. Epub 2015 Apr 20.","Kalisvaart MM","J Hip Preserv Surg","2015","2016/03/25","PMC4718498","","10.1093/jhps/hnv017"
"26981357","Genomic variation in recently collected maize landraces from Mexico","Arteaga MC, Moreno-Letelier A, Mastretta-Yanes A, Vázquez-Lobo A, Breña-Ochoa A, Moreno-Estrada A, Eguiarte LE, Piñero D.","Genom Data. 2015 Nov 7;7:38-45. doi: 10.1016/j.gdata.2015.11.002. eCollection 2016 Mar.","Arteaga MC","Genom Data","2015","2016/03/17","PMC4778591","","10.1016/j.gdata.2015.11.002"
"26956346","[18F]FDG PET/MRI of patients with chronic pain alters management: early experience","Biswal S, Behera D, Yoon DH, Holley D, Ith MA, Carroll I, Smuck M, Hargreaves B.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A84. doi: 10.1186/2197-7364-2-S1-A84.","Biswal S","EJNMMI Phys","2015","2016/03/10","PMC4798651","","10.1186/2197-7364-2-S1-A84"
"26956345","Correlation between arterial spin labeling MRI and dynamic FDG on PET-MR in Alzheimer's disease and non-Alzhiemer's disease patients","Douglas D, Goubran M, Wilson E, Xu G, Tripathi P, Holley D, Chao S, Wintermark M, Quon A, Zeineh M, Vasanawala M, Zaharchuk G.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A83. doi: 10.1186/2197-7364-2-S1-A83.","Douglas D","EJNMMI Phys","2015","2016/03/10","PMC4798659","","10.1186/2197-7364-2-S1-A83"
"26956338","The potential of TOF PET-MRI for reducing artifacts in PET images","Iagaru A, Minamimoto R, Levin C, Barkhodari A, Jamali M, Holley D, Greg Z.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A77. doi: 10.1186/2197-7364-2-S1-A77.","Iagaru A","EJNMMI Phys","2015","2016/03/10","PMC4798707","","10.1186/2197-7364-2-S1-A77"
"26956334","Assessment of PET & ASL metabolism in the hippocampal subfields of MCI and AD using simultaneous PET-MR","Goubran M, Douglas D, Chao S, Quon A, Tripathi P, Holley D, Vasanawala M, Zaharchuk G, Zeineh M.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A73. doi: 10.1186/2197-7364-2-S1-A73.","Goubran M","EJNMMI Phys","2015","2016/03/10","PMC4798610","","10.1186/2197-7364-2-S1-A73"
"26956325","Imaging patients with breast and prostate cancers using combined 18F NaF/18F FDG and TOF simultaneous PET/ MRI","Iagaru A, Minamimoto R, Jamali M, Barkodhodari A, Gambhir SS, Vasanawala S.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A65. doi: 10.1186/2197-7364-2-S1-A65.","Iagaru A","EJNMMI Phys","2015","2016/03/10","PMC4798635","","10.1186/2197-7364-2-S1-A65"
"26956324","Whole-body simultaneous time-of-flight PET-MRI: early experience with clinical studies","Minamimoto R, Iagaru A, Jamali M, Barkodhodari A, Holley D, Vasanawala S, Zaharchuk G.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A64. doi: 10.1186/2197-7364-2-S1-A64.","Minamimoto R","EJNMMI Phys","2015","2016/03/10","PMC4798693","","10.1186/2197-7364-2-S1-A64"
"26956320","Dynamic brain PET/MR using TOF reconstruction","Khalighi MM, Delso G, Tohme M, Iagaru A, Zaharchuk G.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A60. doi: 10.1186/2197-7364-2-S1-A60.","Khalighi MM","EJNMMI Phys","2015","2016/03/10","PMC4798706","","10.1186/2197-7364-2-S1-A60"
"26956272","Successful demonstration of simultaneous PET/MR Imaging with a RF-penetrable PET insert","Lee B, Grant A, Chang CM, Glover G, Levin C.","EJNMMI Phys. 2015 Dec;2(Suppl 1):A17. doi: 10.1186/2197-7364-2-S1-A17.","Lee B","EJNMMI Phys","2015","2016/03/10","PMC4798708","","10.1186/2197-7364-2-S1-A17"
"26955083","High Time for Conservation: Adding the Environment to the Debate on Marijuana Liberalization","Carah JK, Howard JK, Thompson SE, Short Gianotti AG, Bauer SD, Carlson SM, Dralle DN, Gabriel MW, Hulette LL, Johnson BJ, Knight CA, Kupferberg SJ, Martin SL, Naylor RL, Power ME.","Bioscience. 2015 Aug 1;65(8):822-829. doi: 10.1093/biosci/biv083. Epub 2015 Jun 19.","Carah JK","Bioscience","2015","2016/03/09","PMC4776720","","10.1093/biosci/biv083"
"26955077","Strategic Actions to Value, Conserve, and Restore the Natural Capital of Megadiversity Countries: The Case of Mexico","Sarukhán J, Urquiza-Haas T, Koleff P, Carabias J, Dirzo R, Ezcurra E, Cerdeira-Estrada S, Soberón J.","Bioscience. 2015 Feb 1;65(2):164-173. doi: 10.1093/biosci/biu195. Epub 2014 Dec 12.","Sarukhán J","Bioscience","2015","2016/03/09","PMC4778169","","10.1093/biosci/biu195"
"26937409","Haemodialysis is an effective treatment in acute metabolic decompensation of maple syrup urine disease","Atwal PS, Macmurdo C, Grimm PC.","Mol Genet Metab Rep. 2015 Jul 10;4:46-8. doi: 10.1016/j.ymgmr.2015.07.001. eCollection 2015 Sep.","Atwal PS","Mol Genet Metab Rep","2015","2016/03/04","PMC4750565","","10.1016/j.ymgmr.2015.07.001"
"26914869","Immune modulation as a therapeutic strategy in bone regeneration","Schlundt C, Schell H, Goodman SB, Vunjak-Novakovic G, Duda GN, Schmidt-Bleek K.","J Exp Orthop. 2015 Dec;2(1):1. doi: 10.1186/s40634-014-0017-6. Epub 2015 Feb 7.","Schlundt C","J Exp Orthop","2015","2016/02/26","PMC4545842","","10.1186/s40634-014-0017-6"
"26904700","Propylene Glycol Poisoning From Excess Whiskey Ingestion: A Case of High Osmolal Gap Metabolic Acidosis","Cunningham CA, Ku K, Sue GR.","J Investig Med High Impact Case Rep. 2015 Sep 3;3(3):2324709615603722. doi: 10.1177/2324709615603722. eCollection 2015 Jul-Sep.","Cunningham CA","J Investig Med High Impact Case Rep","2015","2016/02/24","PMC4748503","","10.1177/2324709615603722"
"26881072","Factors Associated with Opioid Use in a Cohort of Patients Presenting for Surgery","Hah JM, Sharifzadeh Y, Wang BM, Gillespie MJ, Goodman SB, Mackey SC, Carroll IR.","Pain Res Treat. 2015;2015:829696. doi: 10.1155/2015/829696. Epub 2015 Dec 31.","Hah JM","Pain Res Treat","2015","2016/02/17","PMC4736213","","10.1155/2015/829696"
"26870660","An affected core drives network integration deficits of the structural connectome in 22q11.2 deletion syndrome","Váša F, Griffa A, Scariati E, Schaer M, Urben S, Eliez S, Hagmann P.","Neuroimage Clin. 2015 Nov 26;10:239-49. doi: 10.1016/j.nicl.2015.11.017. eCollection 2016.","Váša F","Neuroimage Clin","2015","2016/02/13","PMC4711395","","10.1016/j.nicl.2015.11.017"
"26858745","A Quantitative Assessment of Factors Affecting the Technological Development and Adoption of Companion Diagnostics","Luo D, Smith JA, Meadows NA, Schuh A, Manescu KE, Bure K, Davies B, Horne R, Kope M, DiGiusto DL, Brindley DA.","Front Genet. 2016 Jan 28;6:357. doi: 10.3389/fgene.2015.00357. eCollection 2015.","Luo D","Front Genet","2016","2016/02/10","PMC4730156","","10.3389/fgene.2015.00357"
"26844267","Muscle A-Kinase Anchoring Protein-α is an Injury-Specific Signaling Scaffold Required for Neurotrophic- and Cyclic Adenosine Monophosphate-Mediated Survival","Wang Y, Cameron EG, Li J, Stiles TL, Kritzer MD, Lodhavia R, Hertz J, Nguyen T, Kapiloff MS, Goldberg JL.","EBioMedicine. 2015 Oct 28;2(12):1880-7. doi: 10.1016/j.ebiom.2015.10.025. eCollection 2015 Dec.","Wang Y","EBioMedicine","2015","2016/02/05","PMC4703706","","10.1016/j.ebiom.2015.10.025"
"26834780","Great Desire for Extended Life and Health amongst the American Public","Donner Y, Fortney K, Calimport SR, Pfleger K, Shah M, Betts-LaCroix J.","Front Genet. 2016 Jan 20;6:353. doi: 10.3389/fgene.2015.00353. eCollection 2015.","Donner Y","Front Genet","2016","2016/02/03","PMC4718974","","10.3389/fgene.2015.00353"
"26825276","Sex differences in morbidity and care-seeking during the neonatal period in rural southern Nepal","Rosenstock S, Katz J, Mullany LC, Khatry SK, LeClerq SC, Darmstadt GL, Tielsch JM.","J Health Popul Nutr. 2015 Aug 8;33:11. doi: 10.1186/s41043-015-0014-0.","Rosenstock S","J Health Popul Nutr","2015","2016/01/31","PMC5025961","","10.1186/s41043-015-0014-0"
"26814280","One Month of Oral Morphine Decreases Gray Matter Volume in the Right Amygdala of Individuals with Low Back Pain: Confirmation of Previously Reported Magnetic Resonance Imaging Results","Lin JC, Chu LF, Stringer EA, Baker KS, Sayyid ZN, Sun J, Campbell KA, Younger JW.","Pain Med. 2016 Aug;17(8):1497-504. doi: 10.1093/pm/pnv047. Epub 2015 Dec 26.","Lin JC","Pain Med","2016","2016/01/28","PMC4921346","NIHMS761606","10.1093/pm/pnv047"
"26807442","Common Genetic Variation in Circadian Rhythm Genes and Risk of Epithelial Ovarian Cancer (EOC)","Jim HS, Lin HY, Tyrer JP, Lawrenson K, Dennis J, Chornokur G, Chen Z, Chen AY, Permuth-Wey J, Aben KK, Anton-Culver H, Antonenkova N, Bruinsma F, Bandera EV, Bean YT, Beckmann MW, Bisogna M, Bjorge L, Bogdanova N, Brinton LA, Brooks-Wilson A, Bunker CH, Butzow R, Campbell IG, Carty K, Chang-Claude J, Cook LS, Cramer DW, Cunningham JM, Cybulski C, Dansonka-Mieszkowska A, du Bois A, Despierre E, Sieh W, Doherty JA, Dörk T, Dürst M, Easton DF, Eccles DM, Edwards RP, Ekici AB, Fasching PA, Fridley BL, Gao YT, Gentry-Maharaj A, Giles GG, Glasspool R, Goodman MT, Gronwald J, Harter P, Hasmad HN, Hein A, Heitz F, Hildebrandt MA, Hillemanns P, Hogdall CK, Hogdall E, Hosono S, Iversen ES, Jakubowska A, Jensen A, Ji BT, Karlan BY, Kellar M, Kiemeney LA, Krakstad C, Kjaer SK, Kupryjanczyk J, Vierkant RA, Lambrechts D, Lambrechts S, Le ND, Lee AW, Lele S, Leminen A, Lester J, Levine DA, Liang D, Lim BK, Lissowska J, Lu K, Lubinski J, Lundvall L, Massuger LF, Matsuo K, McGuire V, McLaughlin JR, McNeish I, Menon U, Milne RL, Modugno F, Thomsen L, Moysich KB, Ness RB, Nevanlinna H, Eilber U, Odunsi K, Olson SH, Orlow I, Orsulic S, et al.","J Genet Genome Res. 2015;2(2):017. doi: 10.23937/2378-3648/1410017. Epub 2015 Sep 15.","Jim HS","J Genet Genome Res","2015","2016/01/26","PMC4722961","NIHMS729988","10.23937/2378-3648/1410017"
"26798818","Microfluidic sorting of protein nanocrystals by size for X-ray free-electron laser diffraction","Abdallah BG, Zatsepin NA, Roy-Chowdhury S, Coe J, Conrad CE, Dörner K, Sierra RG, Stevenson HP, Camacho-Alanis F, Grant TD, Nelson G, James D, Calero G, Wachter RM, Spence JC, Weierstall U, Fromme P, Ros A.","Struct Dyn. 2015 Aug 19;2(4):041719. doi: 10.1063/1.4928688. eCollection 2015 Jul.","Abdallah BG","Struct Dyn","2015","2016/01/23","PMC4711642","","10.1063/1.4928688"
"26798805","Goniometer-based femtosecond X-ray diffraction of mutant 30S ribosomal subunit crystals","Dao EH, Sierra RG, Laksmono H, Lemke HT, Alonso-Mori R, Coey A, Larsen K, Baxter EL, Cohen AE, Soltis SM, DeMirci H.","Struct Dyn. 2015 Apr 30;2(4):041706. doi: 10.1063/1.4919407. eCollection 2015 Jul.","Dao EH","Struct Dyn","2015","2016/01/23","PMC4711619","","10.1063/1.4919407"
"26798801","The linac coherent light source single particle imaging road map","Aquila A, Barty A, Bostedt C, Boutet S, Carini G, dePonte D, Drell P, Doniach S, Downing KH, Earnest T, Elmlund H, Elser V, Gühr M, Hajdu J, Hastings J, Hau-Riege SP, Huang Z, Lattman EE, Maia FR, Marchesini S, Ourmazd A, Pellegrini C, Santra R, Schlichting I, Schroer C, Spence JC, Vartanyants IA, Wakatsuki S, Weis WI, Williams GJ.","Struct Dyn. 2015 Apr 21;2(4):041701. doi: 10.1063/1.4918726. eCollection 2015 Jul.","Aquila A","Struct Dyn","2015","2016/01/23","PMC4711616","","10.1063/1.4918726"
"26798519","Nasal Expiratory Positive Airway Pressure Devices (Provent) for OSA: A Systematic Review and Meta-Analysis","Riaz M, Certal V, Nigam G, Abdullatif J, Zaghi S, Kushida CA, Camacho M.","Sleep Disord. 2015;2015:734798. doi: 10.1155/2015/734798. Epub 2015 Dec 21.","Riaz M","Sleep Disord","2015","2016/01/23","PMC4699057","","10.1155/2015/734798"
"26793737","Collecting Patient-Reported Outcomes: Lessons from the California Joint Replacement Registry","Chenok K, Teleki S, SooHoo NF, Huddleston J 3rd, Bozic KJ.","EGEMS (Wash DC). 2015 Dec 16;3(1):1196. doi: 10.13063/2327-9214.1196. eCollection 2015.","Chenok K","EGEMS (Wash DC)","2015","2016/01/22","PMC4708091","","10.13063/2327-9214.1196"
"26788391","West African Crystalline Maculopathy in Sickle Cell Retinopathy","Kung JS, Leng T.","Case Rep Ophthalmol Med. 2015;2015:910713. doi: 10.1155/2015/910713. Epub 2015 Dec 16.","Kung JS","Case Rep Ophthalmol Med","2015","2016/01/21","PMC4695655","","10.1155/2015/910713"
"26788389","Progressive Multifocal Leukoencephalopathy with Negative JC Virus PCR following Treatment of Follicular Lymphoma: Implications for Biologics in the Era of Targeted Cancer Therapy","Silverio KA, Patel SA.","Case Rep Oncol Med. 2015;2015:534529. doi: 10.1155/2015/534529. Epub 2015 Dec 15.","Silverio KA","Case Rep Oncol Med","2015","2016/01/21","PMC4693014","","10.1155/2015/534529"
"26788344","Arrhythmokinesis is evident during unimanual not bimanual finger tapping in Parkinson's disease","Trager MH, Velisar A, Koop MM, Shreve L, Quinn E, Bronte-Stewart H.","J Clin Mov Disord. 2015 Apr 2;2:8. doi: 10.1186/s40734-015-0019-2. eCollection 2015.","Trager MH","J Clin Mov Disord","2015","2016/01/21","PMC4711026","","10.1186/s40734-015-0019-2"
"26779320","The role of flow limitation as an important diagnostic tool and clinical finding in mild sleep-disordered breathing","Arora N, Meskill G, Guilleminault C.","Sleep Sci. 2015 Nov;8(3):134-42. doi: 10.1016/j.slsci.2015.08.003. Epub 2015 Sep 3.","Arora N","Sleep Sci","2015","2016/01/19","PMC4688581","","10.1016/j.slsci.2015.08.003"
"26770932","Testosterone Replacement Therapy and Prostate Cancer Incidence","Eisenberg ML.","World J Mens Health. 2015 Dec;33(3):125-9. doi: 10.5534/wjmh.2015.33.3.125. Epub 2015 Dec 23.","Eisenberg ML","World J Mens Health","2015","2016/01/16","PMC4709428","","10.5534/wjmh.2015.33.3.125"
"26755953","'Spirituality' and 'cultural adaptation' in a Latino mutual aid group for substance misuse and mental health","Anderson BT, Garcia A.","BJPsych Bull. 2015 Aug;39(4):191-5. doi: 10.1192/pb.bp.114.048322.","Anderson BT","BJPsych Bull","2015","2016/01/13","PMC4706138","","10.1192/pb.bp.114.048322"
"26751177","Reproductive factors, tumor estrogen receptor status and contralateral breast cancer risk: results from the WECARE study","Sisti JS, Bernstein JL, Lynch CF, Reiner AS, Mellemkjaer L, Brooks JD, Knight JA, Bernstein L, Malone KE, Woods M, Liang X, John EM; WECARE Study Collaborative Group.","Springerplus. 2015 Dec 30;4:825. doi: 10.1186/s40064-015-1642-y. eCollection 2015.","Sisti JS","Springerplus","2015","2016/01/12","PMC4695460","","10.1186/s40064-015-1642-y"
"26740918","Abnormal white matter properties in adolescent girls with anorexia nervosa","Travis KE, Golden NH, Feldman HM, Solomon M, Nguyen J, Mezer A, Yeatman JD, Dougherty RF.","Neuroimage Clin. 2015 Oct 23;9:648-59. doi: 10.1016/j.nicl.2015.10.008. eCollection 2015.","Travis KE","Neuroimage Clin","2015","2016/01/08","PMC4644248","","10.1016/j.nicl.2015.10.008"
